date,share_code,issuer_name,investor_name,investor_type,local_foreign,nationality,domicile,holdings_scripless,holdings_scrip,total_holding_shares,percentage
2026-03-31,LPKR,LIPPO KARAWACI Tbk,SIERRA INCORPORATED,CP,F,,MALAYSIA,11259645290,0,11259645290,15.88
2026-03-31,LPKR,LIPPO KARAWACI Tbk,"PRIMANTARA UTAMA SEJAHTERA, PT",CP,L,,INDONESIA,7371500000,0,7371500000,10.4
2026-03-31,LPKR,LIPPO KARAWACI Tbk,DBS BANK LTD.,IB,F,,SINGAPORE,3624330600,0,3624330600,5.11
2026-03-31,LPKR,LIPPO KARAWACI Tbk,OUE INVESTMENTS PTE LTD,CP,F,,SINGAPORE,2322628777,0,2322628777,3.28
2026-03-31,LPKR,LIPPO KARAWACI Tbk,DBS BANK LTD S/A GW INVESTMENTS LIMITED,CP,F,,CAYMAN ISLANDS,1997800000,0,1997800000,2.82
2026-03-31,LPKR,LIPPO KARAWACI Tbk,JALAN SEGAR LIMITED,OT,F,,"VIRGIN ISLANDS, BRITISH",1700772700,0,1700772700,2.4
2026-03-31,LPKR,LIPPO KARAWACI Tbk,"NOMURA SECURITIES CO.,LTD.",IB,F,,JAPAN,1634964600,0,1634964600,2.31
2026-03-31,LPKR,LIPPO KARAWACI Tbk,"KHARISMA BUANA NUSANTARA, PT",CP,L,,INDONESIA,1323770784,0,1323770784,1.87
2026-03-31,LPKR,LIPPO KARAWACI Tbk,PT. MULTIPOLAR TBK,CP,L,,INDONESIA,1209688800,0,1209688800,1.71
2026-03-31,LPKR,LIPPO KARAWACI Tbk,"TAHTA UPAYA PRATAMA, PT",CP,L,,INDONESIA,866000000,0,866000000,1.22
2026-03-31,LPKR,LIPPO KARAWACI Tbk,MORGAN STANLEY AND CO INTERNATIONAL PLC,CP,F,,UNITED KINGDOM,856287702,0,856287702,1.21
2026-03-31,LPKR,LIPPO KARAWACI Tbk,OCBC SECURITIES PRIVATE LIMITED,SC,F,,SINGAPORE,847181343,0,847181343,1.19
2026-03-31,LPKR,LIPPO KARAWACI Tbk,MAYBANK SECURITIES PTE. LTD.,SC,F,,SINGAPORE,836200000,0,836200000,1.18
2026-03-31,LPKR,LIPPO KARAWACI Tbk,MANOJ PITAMBER NANWANI,ID,L,INDONESIAN,INDONESIA,715018100,0,715018100,1.01
2026-03-31,LPLI,STAR PACIFIC Tbk,BANK JULIUS BAER CO. LTD. S/A PT INTI ANUGRAH PROPERTINDO PLEDGED ACC,CP,L,,INDONESIA,592237809,0,592237809,50.6
2026-03-31,LPLI,STAR PACIFIC Tbk,HX TRADING LIMITED,CP,F,,"VIRGIN ISLANDS, BRITISH",213257567,0,213257567,18.22
2026-03-31,LPLI,STAR PACIFIC Tbk,SIAUW YUNUS SUBANDI,ID,L,INDONESIAN,INDONESIA,49646400,0,49646400,4.24
2026-03-31,LPLI,STAR PACIFIC Tbk,"KHARISMA BUANA NUSANTARA, PT",CP,L,,INDONESIA,46817312,0,46817312,4.0
2026-03-31,LPLI,STAR PACIFIC Tbk,"SANGGRAHA NUSA RAYA, PT",CP,L,,INDONESIA,28182688,0,28182688,2.41
2026-03-31,LPLI,STAR PACIFIC Tbk,BAMBANG PRANOWO,ID,L,INDONESIAN,INDONESIA,20000000,0,20000000,1.71
2026-03-31,LPLI,STAR PACIFIC Tbk,IEVAN DANIAR SUMAMPOW,ID,L,INDONESIAN,INDONESIA,20000000,0,20000000,1.71
2026-03-31,LPLI,STAR PACIFIC Tbk,ENDANG LESTARI PUJIASTUTI,ID,L,INDONESIAN,INDONESIA,14377500,0,14377500,1.23
2026-03-31,LPPF,MATAHARI DEPARTMENT STORE Tbk,AURIC DIGITAL RETAIL PTE LTD,CP,F,,SINGAPORE,960021796,0,960021796,42.51
2026-03-31,LPPF,MATAHARI DEPARTMENT STORE Tbk,PT. MULTIPOLAR TBK,CP,L,,INDONESIA,209992000,0,209992000,9.3
2026-03-31,LPPF,MATAHARI DEPARTMENT STORE Tbk,PT REKSA PUSPITA KARYA,CP,L,,INDONESIA,100000000,0,100000000,4.43
2026-03-31,LPPF,MATAHARI DEPARTMENT STORE Tbk,"CAHAYA INVESTAMA, PT",CP,L,,INDONESIA,100000000,0,100000000,4.43
2026-03-31,LPPF,MATAHARI DEPARTMENT STORE Tbk,PT SURYA CIPTA INVESTAMA,CP,L,,INDONESIA,100000000,0,100000000,4.43
2026-03-31,LPPF,MATAHARI DEPARTMENT STORE Tbk,OUE INVESTMENTS PTE LTD,CP,F,,SINGAPORE,84814300,0,84814300,3.76
2026-03-31,LPPF,MATAHARI DEPARTMENT STORE Tbk,PT AMB FINANSIAL INDONESIA,CP,L,,INDONESIA,60000000,0,60000000,2.66
2026-03-31,LPPF,MATAHARI DEPARTMENT STORE Tbk,PHILLIP SECURITIES PTE LTD,SC,F,,SINGAPORE,50780600,0,50780600,2.25
2026-03-31,LPPF,MATAHARI DEPARTMENT STORE Tbk,MANOJ PITAMBER NANWANI,ID,L,INDONESIAN,INDONESIA,38606200,0,38606200,1.71
2026-03-31,LPPF,MATAHARI DEPARTMENT STORE Tbk,"MATAHARI DEPARTMENT STORE TBK, PT",CP,L,,INDONESIA,31000000,0,31000000,1.37
2026-03-31,LPPF,MATAHARI DEPARTMENT STORE Tbk,KENNETH RUDY KAMON,ID,F,US,UNITED STATES,23813200,0,23813200,1.05
2026-03-31,LPPS,LENOX PASIFIK INVESTAMA Tbk,BANK JULIUS BAER CO. LTD. S/A PT INTI ANUGRAH PROPERTINDO PLEDGED ACC,CP,L,,INDONESIA,1747636749,0,1747636749,67.52
2026-03-31,LPPS,LENOX PASIFIK INVESTAMA Tbk,SIAUW YUNUS SUBANDI,ID,L,INDONESIAN,INDONESIA,102442566,0,102442566,3.96
2026-03-31,LPPS,LENOX PASIFIK INVESTAMA Tbk,DBS BANK LTD.,IB,F,,SINGAPORE,85474700,0,85474700,3.3
2026-03-31,LPPS,LENOX PASIFIK INVESTAMA Tbk,EKA SUHENDRA,ID,L,INDONESIAN,INDONESIA,65814800,0,65814800,2.54
2026-03-31,LPPS,LENOX PASIFIK INVESTAMA Tbk,"BERKAT CAHAYA ANUGERAH,PT",CP,L,,INDONESIA,63489600,0,63489600,2.45
2026-03-31,LPPS,LENOX PASIFIK INVESTAMA Tbk,"BANGUN KARYA SELARAS, PT",CP,L,,INDONESIA,51670900,0,51670900,2.0
2026-03-31,LPPS,LENOX PASIFIK INVESTAMA Tbk,CHANG LIONG MENG,ID,L,INDONESIAN,INDONESIA,30516450,0,30516450,1.18
2026-03-31,LRNA,EKA SARI LORENA TRANSPORT Tbk,LORENA PT,CP,L,,,0,199999998,199999998,57.14
2026-03-31,LRNA,EKA SARI LORENA TRANSPORT Tbk,"GADING DANALESTARI, PT",CP,L,,INDONESIA,45285500,0,45285500,12.94
2026-03-31,LRNA,EKA SARI LORENA TRANSPORT Tbk,SIAUW YUNUS SUBANDI,ID,L,INDONESIAN,INDONESIA,26546000,0,26546000,7.58
2026-03-31,LRNA,EKA SARI LORENA TRANSPORT Tbk,"SEMANU MULTI DAYA, PT",CP,L,,INDONESIA,13378900,0,13378900,3.82
2026-03-31,LRNA,EKA SARI LORENA TRANSPORT Tbk,"HALIM MITRADANA INTERNASIONAL, PT",CP,L,,INDONESIA,12619800,0,12619800,3.61
2026-03-31,LRNA,EKA SARI LORENA TRANSPORT Tbk,JACKY LEE,ID,L,INDONESIAN,INDONESIA,9900000,0,9900000,2.83
2026-03-31,LRNA,EKA SARI LORENA TRANSPORT Tbk,YAMIANDA ENDRA MANTIKA,ID,L,INDONESIAN,INDONESIA,9600000,0,9600000,2.74
2026-03-31,LRNA,EKA SARI LORENA TRANSPORT Tbk,ADE FITRIYA SARI,ID,L,INDONESIAN,INDONESIA,8728000,0,8728000,2.49
2026-03-31,LSIP,PP LONDON SUMATRA INDONESIA Tbk,PT SALIM IVOMAS PRATAMA TBK,CP,L,,INDONESIA,0,4058425010,4058425010,59.51
2026-03-31,LSIP,PP LONDON SUMATRA INDONESIA Tbk,DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,IS,L,,INDONESIA,300925800,0,300925800,4.41
2026-03-31,LSIP,PP LONDON SUMATRA INDONESIA Tbk,WINARNO TJAJADI,ID,L,INDONESIAN,INDONESIA,281176500,0,281176500,4.12
2026-03-31,LSIP,PP LONDON SUMATRA INDONESIA Tbk,PT TASPEN (PERSERO),IS,L,,INDONESIA,232574500,0,232574500,3.41
2026-03-31,LSIP,PP LONDON SUMATRA INDONESIA Tbk,DRS LO KHENG HONG,ID,L,INDONESIAN,INDONESIA,89044700,0,89044700,1.31
2026-03-31,LTLS,LAUTAN LUAS Tbk,JPMCB NA RE-PT CATURKARSA MEGATUNGGAL,CP,L,,INDONESIA,300000000,582864000,882864000,56.59
2026-03-31,LTLS,LAUTAN LUAS Tbk,"LAUTAN LUAS TBK, PT",CP,L,,INDONESIA,95311200,0,95311200,6.11
2026-03-31,LTLS,LAUTAN LUAS Tbk,REAM PTE LTD,CP,F,,SINGAPORE,74880000,0,74880000,4.8
2026-03-31,LTLS,LAUTAN LUAS Tbk,PT Lumbung Artakencana,CP,L,,INDONESIA,49195400,0,49195400,3.15
2026-03-31,LTLS,LAUTAN LUAS Tbk,PT Alas Pusaka,CP,L,,INDONESIA,48071600,0,48071600,3.08
2026-03-31,LTLS,LAUTAN LUAS Tbk,GREAT VALLEY INVESTMENTS PTE LTD,CP,F,,SINGAPORE,46500000,0,46500000,2.98
2026-03-31,LTLS,LAUTAN LUAS Tbk,KDOJ HOLDINGS PTE LTD,CP,F,,SINGAPORE,43808000,0,43808000,2.81
2026-03-31,LTLS,LAUTAN LUAS Tbk,NOMURA SINGAPORE LIMITED,IB,F,,SINGAPORE,41039000,0,41039000,2.63
2026-03-31,LTLS,LAUTAN LUAS Tbk,Teddy Jeffrey Katuari,ID,L,INDONESIAN,,39096000,0,39096000,2.51
2026-03-31,LTLS,LAUTAN LUAS Tbk,Vonny Setiawaty,ID,L,INDONESIAN,,38787000,0,38787000,2.49
2026-03-31,LTLS,LAUTAN LUAS Tbk,Mimy Sulianti,ID,L,INDONESIAN,INDONESIA,22986000,0,22986000,1.47
2026-03-31,LTLS,LAUTAN LUAS Tbk,Resources Fortune LTD,OT,F,,BRITISH INDIAN OCEAN TERRITORY,19078600,0,19078600,1.22
2026-03-31,LUCK,SENTRAL MITRA INFORMATIKA Tbk,CAROLINE HIMAWATI HIDAJAT,ID,L,INDONESIAN,INDONESIA,208998900,0,208998900,29.2
2026-03-31,LUCK,SENTRAL MITRA INFORMATIKA Tbk,SERIAL SYSTEM INTERNATIONAL PTE. LTD.,CP,F,,SINGAPORE,106889040,0,106889040,14.93
2026-03-31,LUCK,SENTRAL MITRA INFORMATIKA Tbk,CHRISTINE HERAWATI,ID,L,INDONESIAN,INDONESIA,104499450,0,104499450,14.6
2026-03-31,LUCK,SENTRAL MITRA INFORMATIKA Tbk,JOSEPHINE HANDAYANI HIDAJAT,ID,L,INDONESIAN,INDONESIA,104499450,0,104499450,14.6
2026-03-31,LUCK,SENTRAL MITRA INFORMATIKA Tbk,CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,IB,F,,SINGAPORE,13649600,0,13649600,1.91
2026-03-31,LUCY,LIMA DUA LIMA TIGA Tbk,PT DELTA WIBAWA BERSAMA,CP,L,,INDONESIA,900141542,0,900141542,59.42
2026-03-31,LUCY,LIMA DUA LIMA TIGA Tbk,DIMAS WIBOWO,ID,L,INDONESIAN,INDONESIA,383584486,0,383584486,25.32
2026-03-31,LUCY,LIMA DUA LIMA TIGA Tbk,HARTONO SUKIRYA,ID,L,INDONESIAN,INDONESIA,45241400,0,45241400,2.99
2026-03-31,LUCY,LIMA DUA LIMA TIGA Tbk,MARRITA ERHAR,ID,L,INDONESIAN,INDONESIA,31871700,0,31871700,2.1
2026-03-31,LUCY,LIMA DUA LIMA TIGA Tbk,NUGRAHANING DYAH LARASATI,ID,L,INDONESIAN,INDONESIA,21490600,0,21490600,1.42
2026-03-31,LUCY,LIMA DUA LIMA TIGA Tbk,AGUNG PURNOMO,ID,L,INDONESIAN,INDONESIA,19486400,0,19486400,1.29
2026-03-31,LUCY,LIMA DUA LIMA TIGA Tbk,REFIN SATRIO,ID,L,INDONESIAN,INDONESIA,18155600,0,18155600,1.2
2026-03-31,MABA,MARGA ABHINAYA ABADI Tbk,JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,OT,L,,INDONESIA,2554310600,0,2554310600,16.62
2026-03-31,MABA,MARGA ABHINAYA ABADI Tbk,BP2S SINGAPORE/BNP PARIBAS SINGAPORE BRANCH WEALTH MANAGEMENT/PT SALIGADING BERSAMA,CP,L,,INDONESIA,2329493800,0,2329493800,15.16
2026-03-31,MABA,MARGA ABHINAYA ABADI Tbk,FRANCIS INDARTO,ID,L,INDONESIAN,INDONESIA,1064850000,0,1064850000,6.93
2026-03-31,MABA,MARGA ABHINAYA ABADI Tbk,REKSA DANA NARADA SAHAM INDONESIA,MF,L,,INDONESIA,751862100,0,751862100,4.89
2026-03-31,MABA,MARGA ABHINAYA ABADI Tbk,REKSA DANA NARADA SAHAM INDONESIA II,MF,L,,INDONESIA,639663100,0,639663100,4.16
2026-03-31,MABA,MARGA ABHINAYA ABADI Tbk,REKSA DANA EMCO MANTAP,MF,L,,INDONESIA,614528500,0,614528500,4.0
2026-03-31,MABA,MARGA ABHINAYA ABADI Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,IS,L,,INDONESIA,574794326,0,574794326,3.74
2026-03-31,MABA,MARGA ABHINAYA ABADI Tbk,YOHANES HALIM,ID,L,INDONESIAN,INDONESIA,545935700,0,545935700,3.55
2026-03-31,MABA,MARGA ABHINAYA ABADI Tbk,REKSA DANA NARADA CAMPURAN I,MF,L,,INDONESIA,529456400,0,529456400,3.45
2026-03-31,MABA,MARGA ABHINAYA ABADI Tbk,"BANK DANAMON INDONESIA Tbk, PT - REGISTRAR",IB,L,,INDONESIA,481405156,0,481405156,3.13
2026-03-31,MABA,MARGA ABHINAYA ABADI Tbk,"JAF ASIA INVESTMENT, PT",CP,L,,INDONESIA,432065300,0,432065300,2.81
2026-03-31,MABA,MARGA ABHINAYA ABADI Tbk,PT. Sejahtera Mahkota Persada,CP,L,,INDONESIA,326800000,0,326800000,2.13
2026-03-31,MABA,MARGA ABHINAYA ABADI Tbk,REKSA DANA PACIFIC EQUITY GROWTH FUND,MF,L,,INDONESIA,300000000,0,300000000,1.95
2026-03-31,MABA,MARGA ABHINAYA ABADI Tbk,ANDREW NUGROHO SOEJANTO,ID,L,INDONESIAN,INDONESIA,200000000,0,200000000,1.3
2026-03-31,MABA,MARGA ABHINAYA ABADI Tbk,REKSA DANA MINNA PADI PASOPATI SAHAM,MF,L,,INDONESIA,178790653,0,178790653,1.16
2026-03-31,MABA,MARGA ABHINAYA ABADI Tbk,PT ASURANSI PURNA ARTANUGRAHA,IS,L,,INDONESIA,160000000,0,160000000,1.04
2026-03-31,MABA,MARGA ABHINAYA ABADI Tbk,REKSA DANA MINNA PADI PRINGGONDANI SAHAM,MF,L,,INDONESIA,156550027,0,156550027,1.02
2026-03-31,MAGP,MULTI AGRO GEMILANG PLANTATION Tbk,PT. Santika Griya Persada,CP,L,,INDONESIA,4500000000,0,4500000000,50.0
2026-03-31,MAGP,MULTI AGRO GEMILANG PLANTATION Tbk,PT YABES PLANTATION INTERNATIONAL,CP,L,,INDONESIA,1421361800,0,1421361800,15.79
2026-03-31,MAGP,MULTI AGRO GEMILANG PLANTATION Tbk,DANA PENSIUN KARYAWAN PANIN BANK,PF,L,,INDONESIA,600000000,0,600000000,6.67
2026-03-31,MAGP,MULTI AGRO GEMILANG PLANTATION Tbk,LIONG JUEN FAT,ID,L,INDONESIAN,,274535100,0,274535100,3.05
2026-03-31,MAGP,MULTI AGRO GEMILANG PLANTATION Tbk,HEROWIRATNO GUNAWAN,ID,L,INDONESIAN,INDONESIA,178260600,0,178260600,1.98
2026-03-31,MAGP,MULTI AGRO GEMILANG PLANTATION Tbk,Ruddy Taufiq,ID,L,INDONESIAN,,165385000,0,165385000,1.84
2026-03-31,MAGP,MULTI AGRO GEMILANG PLANTATION Tbk,JERRY KAMSUN,ID,L,INDONESIAN,,119677700,0,119677700,1.33
2026-03-31,MAGP,MULTI AGRO GEMILANG PLANTATION Tbk,MAHARI SUBAJA,ID,L,INDONESIAN,,108671800,0,108671800,1.21
2026-03-31,MAHA,MANDIRI HERINDO ADIPERKASA Tbk,EDIKA AGUNG MANDIRI PT,CP,L,,INDONESIA,0,5750000000,5750000000,34.5
2026-03-31,MAHA,MANDIRI HERINDO ADIPERKASA Tbk,YENNY HAMIDAH KOEAN,ID,L,INDONESIAN,INDONESIA,259416200,1250000000,1509416200,9.06
2026-03-31,MAHA,MANDIRI HERINDO ADIPERKASA Tbk,DIAH ASRININGPURI SUGIANTO,ID,L,INDONESIAN,INDONESIA,36853300,1250000000,1286853300,7.72
2026-03-31,MAHA,MANDIRI HERINDO ADIPERKASA Tbk,EKA ROSITA KASIH,ID,L,INDONESIAN,INDONESIA,0,1250000000,1250000000,7.5
2026-03-31,MAHA,MANDIRI HERINDO ADIPERKASA Tbk,ARIEF SUGIANTO,ID,L,INDONESIAN,INDONESIA,0,1250000000,1250000000,7.5
2026-03-31,MAHA,MANDIRI HERINDO ADIPERKASA Tbk,LOW TUCK KWONG,ID,L,INDONESIAN,INDONESIA,770165200,0,770165200,4.62
2026-03-31,MAHA,MANDIRI HERINDO ADIPERKASA Tbk,LOW YI NGO,ID,F,SINGAPOREAN,INDONESIA,700000000,0,700000000,4.2
2026-03-31,MAHA,MANDIRI HERINDO ADIPERKASA Tbk,HANDY GLIVIRGO,ID,L,INDONESIAN,INDONESIA,60271100,625000000,685271100,4.11
2026-03-31,MAHA,MANDIRI HERINDO ADIPERKASA Tbk,MUHAMMAD AKBAR,ID,L,INDONESIAN,INDONESIA,0,625000000,625000000,3.75
2026-03-31,MAHA,MANDIRI HERINDO ADIPERKASA Tbk,HERMAN KUSNANTO KASIH T,ID,L,INDONESIAN,INDONESIA,0,500000000,500000000,3.0
2026-03-31,MAHA,MANDIRI HERINDO ADIPERKASA Tbk,MANDIRI HERINDO ADIPERKASA TBK PT,CP,L,,INDONESIA,271030000,0,271030000,1.63
2026-03-31,MAIN,MALINDO FEEDMILL Tbk,DRAGON AMITY PTE LTD,CP,F,,SINGAPORE,1282143142,0,1282143142,57.27
2026-03-31,MAIN,MALINDO FEEDMILL Tbk,PT CORIN INVESTA CORPORA,CP,L,,INDONESIA,112970000,0,112970000,5.05
2026-03-31,MAIN,MALINDO FEEDMILL Tbk,UOB KAY HIAN PRIVATE LIMITED,SC,F,,SINGAPORE,76553913,0,76553913,3.42
2026-03-31,MAIN,MALINDO FEEDMILL Tbk,LAU JOO PERN,ID,F,MALAYSIAN,MALAYSIA,58655133,0,58655133,2.62
2026-03-31,MAIN,MALINDO FEEDMILL Tbk,BANK OF SINGAPORE LIMITED,IB,F,,SINGAPORE,57282295,0,57282295,2.56
2026-03-31,MAIN,MALINDO FEEDMILL Tbk,PT LEONG HUP JAYAINDO,CP,L,,INDONESIA,44559950,0,44559950,1.99
2026-03-31,MAIN,MALINDO FEEDMILL Tbk,LENNY MAGDALENA JOHAN,ID,L,INDONESIAN,INDONESIA,40991420,0,40991420,1.83
2026-03-31,MAIN,MALINDO FEEDMILL Tbk,LAU JOO HONG,ID,F,MALAYSIAN,MALAYSIA,36518885,0,36518885,1.63
2026-03-31,MAIN,MALINDO FEEDMILL Tbk,LAI CHONG KOO,ID,F,MALAYSIAN,,28664333,0,28664333,1.28
2026-03-31,MAIN,MALINDO FEEDMILL Tbk,Lau Joo Yong,ID,F,MALAYSIAN,MALAYSIA,28478333,0,28478333,1.27
2026-03-31,MAIN,MALINDO FEEDMILL Tbk,DRS LO KHENG HONG,ID,L,INDONESIAN,INDONESIA,27656600,0,27656600,1.24
2026-03-31,MAIN,MALINDO FEEDMILL Tbk,LAU WEE FONG,ID,F,MALAYSIAN,MALAYSIA,26239333,0,26239333,1.17
2026-03-31,MAIN,MALINDO FEEDMILL Tbk,MAYBANK SECURITIES PTE. LTD.,SC,F,,SINGAPORE,22541963,0,22541963,1.01
2026-03-31,MANG,MANGGUNG POLAHRAYA Tbk,MOHAMAD REZA PAHLEVI,ID,L,INDONESIAN,INDONESIA,2080000000,0,2080000000,54.56
2026-03-31,MANG,MANGGUNG POLAHRAYA Tbk,WIWIK ROBIATUL ADAWIYAH,ID,L,INDONESIAN,INDONESIA,365000000,0,365000000,9.57
2026-03-31,MANG,MANGGUNG POLAHRAYA Tbk,NI KETUT MARIANI,ID,L,INDONESIAN,INDONESIA,345000000,0,345000000,9.05
2026-03-31,MANG,MANGGUNG POLAHRAYA Tbk,IR NIAZIE GANI MSC,ID,L,INDONESIAN,INDONESIA,0,260000000,260000000,6.82
2026-03-31,MANG,MANGGUNG POLAHRAYA Tbk,AHMAD REZA SEPTIAN SE,ID,L,INDONESIAN,INDONESIA,89800000,0,89800000,2.36
2026-03-31,MANG,MANGGUNG POLAHRAYA Tbk,AFIANSYAH HARAHAP,ID,L,INDONESIAN,INDONESIA,72344600,0,72344600,1.9
2026-03-31,MANG,MANGGUNG POLAHRAYA Tbk,TRIESTA MILANITA,ID,L,INDONESIAN,INDONESIA,63673600,0,63673600,1.67
2026-03-31,MANG,MANGGUNG POLAHRAYA Tbk,JOSHUA KRISEKAPUTRA,ID,L,INDONESIAN,INDONESIA,61996500,0,61996500,1.63
2026-03-31,MANG,MANGGUNG POLAHRAYA Tbk,FITRIA SEFTIANY,ID,L,INDONESIAN,INDONESIA,57479500,0,57479500,1.51
2026-03-31,MAPA,MAP AKTIF ADIPERKASA Tbk,"MITRA ADIPERKASA, TBK, PT",CP,L,,INDONESIA,3995800,19614990800,19618986600,68.83
2026-03-31,MAPA,MAP AKTIF ADIPERKASA Tbk,NTASIAN DISCOVERY MASTER FUND,MF,F,,CAYMAN ISLANDS,633836300,0,633836300,2.22
2026-03-31,MAPA,MAP AKTIF ADIPERKASA Tbk,PT. PRUDENTIAL LIFE ASSURANCE,IS,L,,INDONESIA,404476800,0,404476800,1.42
2026-03-31,MAPA,MAP AKTIF ADIPERKASA Tbk,PLATINUM ASIA FUND,MF,F,,AUSTRALIA,372981689,0,372981689,1.31
2026-03-31,MAPB,MAP BOGA ADIPERKASA Tbk,"MITRA ADIPERKASA, TBK, PT",CP,L,,INDONESIA,27607000,1691197138,1718804138,71.98
2026-03-31,MAPB,MAP BOGA ADIPERKASA Tbk,GA ROBUSTA F&B COMPANY PTE. LTD.,CP,F,,SINGAPORE,480834533,0,480834533,20.14
2026-03-31,MAPB,MAP BOGA ADIPERKASA Tbk,UOB KAY HIAN PRIVATE LIMITED,SC,F,,SINGAPORE,76000000,0,76000000,3.18
2026-03-31,MAPB,MAP BOGA ADIPERKASA Tbk,PT. LUMBUNG ALAM SENTOSA,CP,L,,INDONESIA,68000000,0,68000000,2.85
2026-03-31,MAPI,MITRA ADIPERKASA Tbk,PT SATYA MULIA GEMA GEMILANG,CP,L,,INDONESIA,8466000000,0,8466000000,51.0
2026-03-31,MAPI,MITRA ADIPERKASA Tbk,DJS KETENAGAKERJAAN PROGRAM JAMINAN PENSIUN,IS,L,,INDONESIA,624075200,0,624075200,3.76
2026-03-31,MAPI,MITRA ADIPERKASA Tbk,LETKO BROSSEAU EMERGING MARKETS EQUITY FUND,MF,F,,CANADA,433021275,0,433021275,2.61
2026-03-31,MAPI,MITRA ADIPERKASA Tbk,EMPLOYEES PROVIDENT FUND BOARD,PF,F,,MALAYSIA,371435500,0,371435500,2.24
2026-03-31,MAPI,MITRA ADIPERKASA Tbk,PT. PRUDENTIAL LIFE ASSURANCE,IS,L,,INDONESIA,296128800,0,296128800,1.78
2026-03-31,MAPI,MITRA ADIPERKASA Tbk,LANNEBO GLOBAL,MF,F,,SWEDEN,268510400,0,268510400,1.62
2026-03-31,MAPI,MITRA ADIPERKASA Tbk,BANK OF SINGAPORE LIMITED,IB,F,,SINGAPORE,244239700,0,244239700,1.47
2026-03-31,MAPI,MITRA ADIPERKASA Tbk,FONDITALIA,MF,F,,LUXEMBOURG,190630752,0,190630752,1.15
2026-03-31,MAPI,MITRA ADIPERKASA Tbk,GOVERNMENT OF NORWAY,OT,F,,NORWAY,177721000,0,177721000,1.07
2026-03-31,MARI,MAHAKA RADIO INTEGRA Tbk,PT BEYOND MEDIA,CP,L,,INDONESIA,2119299600,0,2119299600,40.35
2026-03-31,MARI,MAHAKA RADIO INTEGRA Tbk,"MAHAKA MEDIA TBK, PT",CP,L,,INDONESIA,847726874,0,847726874,16.14
2026-03-31,MARK,MARK DYNAMICS INDONESIA Tbk,TECABLE (HK) CO. LIMITED,OT,F,,HONG KONG,166752061,1444078428,1610830489,42.39
2026-03-31,MARK,MARK DYNAMICS INDONESIA Tbk,PT DYNA CAPITAL INDO,CP,L,,INDONESIA,786413062,0,786413062,20.7
2026-03-31,MARK,MARK DYNAMICS INDONESIA Tbk,PT MARK CAPITAL INDO,CP,L,,INDONESIA,584957747,0,584957747,15.39
2026-03-31,MARK,MARK DYNAMICS INDONESIA Tbk,CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,IB,F,,SINGAPORE,181300500,0,181300500,4.77
2026-03-31,MARK,MARK DYNAMICS INDONESIA Tbk,SUTIYOSO BIN RISMAN,ID,L,INDONESIAN,INDONESIA,51920800,0,51920800,1.37
2026-03-31,MASB,BANK MULTIARTA SENTOSA Tbk,DANABINA SENTANA PT,CP,L,,,0,738500000,738500000,52.67
2026-03-31,MASB,BANK MULTIARTA SENTOSA Tbk,MULTI ANEKADANA SAKTI PT,CP,L,,,0,263750000,263750000,18.81
2026-03-31,MASB,BANK MULTIARTA SENTOSA Tbk,UOB KAY HIAN PRIVATE LIMITED,SC,F,,SINGAPORE,63250000,0,63250000,4.51
2026-03-31,MASB,BANK MULTIARTA SENTOSA Tbk,PT FUGUI FLOUR AND GRAIN INDONESIA,CP,L,,INDONESIA,55368000,0,55368000,3.95
2026-03-31,MASB,BANK MULTIARTA SENTOSA Tbk,PT WINGS SURYA,CP,L,,INDONESIA,53841700,0,53841700,3.84
2026-03-31,MASB,BANK MULTIARTA SENTOSA Tbk,PT Lumbung Artakencana,CP,L,,INDONESIA,44562700,0,44562700,3.18
2026-03-31,MASB,BANK MULTIARTA SENTOSA Tbk,PT Alas Pusaka,CP,L,,INDONESIA,36972700,0,36972700,2.64
2026-03-31,MASB,BANK MULTIARTA SENTOSA Tbk,PT Mitrajaya Ekaprana,CP,L,,INDONESIA,32309000,0,32309000,2.3
2026-03-31,MASB,BANK MULTIARTA SENTOSA Tbk,PT HALIM SAKTI,CP,L,,INDONESIA,3660000,21100000,24760000,1.77
2026-03-31,MASB,BANK MULTIARTA SENTOSA Tbk,SARVOCHA HOLDINGS PTE LTD,CP,F,,SINGAPORE,17300000,0,17300000,1.23
2026-03-31,MAXI,MAXINDO KARYA ANUGERAH Tbk,PT BINTANG MULIA GEMILANG,CP,L,,INDONESIA,2964750000,0,2964750000,30.85
2026-03-31,MAXI,MAXINDO KARYA ANUGERAH Tbk,PT KARYA NUSA PERDANA,CP,L,,INDONESIA,2901859300,0,2901859300,30.2
2026-03-31,MAXI,MAXINDO KARYA ANUGERAH Tbk,PT AKASIA MAS INVESTAMA,CP,L,,INDONESIA,921555420,0,921555420,9.59
2026-03-31,MAXI,MAXINDO KARYA ANUGERAH Tbk,ESTA PRIMA INVESTAMA PT,CP,L,,INDONESIA,680343000,0,680343000,7.08
